Time-Bathhouse,Temp-Bathhouse,Time-New Tub,Temp-New Tub,Time-Hot Tub,Temp-Hot Tub,Time-Bathrooms,Temp-Bathrooms,Time-goodName,Temp-goodName,Time-The ROOM,Temp-The ROOM,Time-OUTHOUSE,Temp-OUTHOUSE,Time-Taco Stand,Temp-Taco Stand,Time-Actual,Temp-Actual,Time-newChannel,Temp-newChannel
2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,2020-04-20T18:13:31,102,,,,
2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,2020-04-20T18:13:49,102,,,,
2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,2020-04-20T18:14:16,102,,,,
2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,2020-04-20T18:14:46,102,,,,
2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,2020-04-20T18:15:31,102,,,,
2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,2020-04-20T18:15:59,102,,,,
2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,2020-04-20T18:16:34,102,,,,
2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,2020-04-20T18:16:56,102,,,,
2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,2020-04-20T18:17:16,102,,,,
2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,2020-04-20T18:17:40,102,,,,
2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,2020-04-20T18:18:11,102,,,,
2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,2020-04-20T18:18:43,102,,,,
2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,2020-04-20T18:19:03,102,,,,
2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,2020-04-20T18:19:19,102,,,,
2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,2020-04-20T18:19:40,102,,,,
2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,2020-04-20T18:19:57,102,,,,
2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,2020-04-20T18:20:17,102,,,,
2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,2020-04-20T18:20:33,102,,,,
2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,2020-04-20T18:20:49,102,,,,
2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,2020-04-20T18:21:14,102,,,,
2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,2020-04-20T18:21:32,102,,,,
2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,2020-04-20T18:22:33,102,,,,
2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,2020-04-20T18:23:01,102,,,,
2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,2020-04-20T18:23:25,102,,,,
2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,2020-04-20T18:23:40,102,,,,
2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,2020-04-20T18:23:57,102,,,,
2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,2020-04-20T18:24:26,102,,,,
2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,2020-04-20T18:24:52,102,,,,
2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,2020-04-20T18:25:08,102,,,,
2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,2020-04-20T18:25:23,102,,,,
2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,2020-04-20T18:25:42,102,,,,
2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,2020-04-20T18:26:05,102,,,,
2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,2020-04-20T18:26:21,102,,,,
2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,2020-04-20T18:26:36,102,,,,
2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,2020-04-20T18:27:05,102,,,,
2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,2020-04-20T18:27:25,102,,,,
2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,2020-04-20T18:28:05,102,,,,
2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,2020-04-20T18:28:27,102,,,,
2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,2020-04-20T18:29:10,102,,,,
2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,2020-04-20T18:29:27,102,,,,
2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,2020-04-20T18:30:02,102,,,,
2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,2020-04-20T18:30:48,102,,,,
2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,2020-04-20T18:31:23,102,,,,
2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,2020-04-20T18:31:46,102,,,,
2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,2020-04-20T18:32:02,102,,,,
2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,2020-04-20T18:32:22,102,,,,
2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,2020-04-20T18:32:39,102,,,,
2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,2020-04-20T18:33:03,102,,,,
2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,2020-04-20T18:33:39,102,,,,
2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,2020-04-20T18:33:57,102,,,,
2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,2020-04-20T18:34:12,102,,,,
2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,2020-04-20T18:34:31,101,,,,
2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,2020-04-20T18:34:56,101,,,,
2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,2020-04-20T18:35:11,101,,,,
2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,2020-04-20T18:35:27,101,,,,
2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,2020-04-20T18:35:43,101,,,,
2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,2020-04-20T18:36:05,101,,,,
2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,2020-04-20T18:36:33,101,,,,
2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,2020-04-20T18:36:59,101,,,,
2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,2020-04-20T18:37:17,102,,,,
2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,2020-04-20T18:37:34,102,,,,
2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,2020-04-20T18:38:19,102,,,,
2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,2020-04-20T18:38:35,102,,,,
2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,2020-04-20T18:39:04,102,,,,
2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,2020-04-20T18:39:20,102,,,,
2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,2020-04-20T18:39:40,102,,,,
2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,2020-04-20T18:40:02,102,,,,
2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,2020-04-20T18:40:18,102,,,,
2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,2020-04-20T18:40:34,102,,,,
2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,2020-04-20T18:41:39,102,,,,
2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,2020-04-20T18:42:09,102,,,,
2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,2020-04-20T18:43:03,101,,,,
2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,2020-04-20T18:43:33,102,,,,
2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,2020-04-20T18:44:01,101,,,,
2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,2020-04-20T18:44:18,102,,,,
2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,2020-04-20T18:44:38,101,,,,
2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,2020-04-20T18:45:25,101,,,,
2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,2020-04-20T18:45:42,101,,,,
2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,2020-04-20T18:46:02,101,,,,
2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,2020-04-20T18:46:18,101,,,,
2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,2020-04-20T18:46:50,101,,,,
2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,2020-04-20T18:47:17,101,,,,
2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,2020-04-20T18:47:41,101,,,,
2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,2020-04-20T18:47:56,101,,,,
2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,2020-04-20T18:48:11,101,,,,
2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,2020-04-20T18:48:36,101,,,,
2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,2020-04-20T18:49:08,101,,,,
2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,2020-04-20T18:49:27,101,,,,
2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,2020-04-20T18:49:43,101,,,,
2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,2020-04-20T18:50:00,101,,,,
2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,2020-04-20T18:50:38,101,,,,
2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,2020-04-20T18:51:06,101,,,,
2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,2020-04-20T18:51:28,101,,,,
2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,2020-04-20T18:51:46,101,,,,
2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,2020-04-20T18:52:01,101,,,,
2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,2020-04-20T18:52:54,101,,,,
2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,2020-04-20T18:53:15,101,,,,
2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,2020-04-20T18:54:05,101,,,,
2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,2020-04-20T18:54:37,101,,,,
2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,2020-04-20T18:55:22,101,,,,
2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,2020-04-20T18:55:38,101,,,,
2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,2020-04-20T18:56:08,101,,,,
2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,2020-04-20T18:56:24,101,,,,
2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,2020-04-20T18:56:47,101,,,,
2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,2020-04-20T18:57:02,101,,,,
2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,2020-04-20T18:58:07,101,,,,
2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,2020-04-20T18:58:24,101,,,,
2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,2020-04-20T18:58:45,101,,,,
2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,2020-04-20T18:59:06,101,,,,
2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,2020-04-20T19:00:26,101,,,,
2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,2020-04-20T19:00:50,101,,,,
